ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
209725_at	4.91e-01	3.84e-01	0.8820629	-6.81887	1.64e-01	UTP20	UTP20, small subunit processome component
211375_s_at	4.91e-01	3.84e-01	0.8819697	-6.81895	1.36e-01	ILF3	interleukin enhancer binding factor 3
206098_at	4.92e-01	3.85e-01	-0.880899	-6.8199	-2.26e-01	ZBTB6	zinc finger and BTB domain containing 6
220240_s_at	4.92e-01	3.85e-01	-0.8802604	-6.82046	-2.01e-01	TMCO3	transmembrane and coiled-coil domains 3
206301_at	4.93e-01	3.86e-01	-0.8798879	-6.82079	-1.72e-01	TEC	tec protein tyrosine kinase
202263_at	4.93e-01	3.86e-01	-0.879841	-6.82083	-1.45e-01	CYB5R1	cytochrome b5 reductase 1
201112_s_at	4.93e-01	3.86e-01	-0.8796573	-6.82099	-1.00e-01	CSE1L	chromosome segregation 1 like
57588_at	4.93e-01	3.86e-01	-0.8795405	-6.8211	-2.48e-01	SLC24A3	solute carrier family 24 member 3
216821_at	4.93e-01	3.86e-01	-0.8792082	-6.82139	-9.11e-02		
213109_at	4.93e-01	3.86e-01	-0.8791885	-6.82141	-9.62e-02	TNIK	TRAF2 and NCK interacting kinase
200946_x_at	4.93e-01	3.86e-01	0.8791097	-6.82148	1.64e-01	GLUD1	glutamate dehydrogenase 1
207330_at	4.93e-01	3.86e-01	-0.8784781	-6.82203	-1.13e-01	PZP	PZP, alpha-2-macroglobulin like
220028_at	4.93e-01	3.86e-01	-0.8782492	-6.82223	-1.47e-01	ACVR2B	activin A receptor type 2B
201741_x_at	4.94e-01	3.87e-01	-0.8779499	-6.8225	-6.92e-02	SRSF1	serine and arginine rich splicing factor 1
210272_at	4.94e-01	3.87e-01	0.8778176	-6.82261	1.14e-01	CYP2B7P	cytochrome P450 family 2 subfamily B member 7, pseudogene
204324_s_at	4.94e-01	3.87e-01	0.8777612	-6.82266	3.39e-01	GOLIM4	golgi integral membrane protein 4
206121_at	4.94e-01	3.87e-01	-0.8776575	-6.82275	-8.76e-02	AMPD1	adenosine monophosphate deaminase 1
90610_at	4.94e-01	3.87e-01	0.8775557	-6.82284	2.69e-01	LRCH4	leucine rich repeats and calponin homology domain containing 4
209756_s_at	4.94e-01	3.87e-01	-0.8774688	-6.82292	-1.73e-01	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
212119_at	4.94e-01	3.87e-01	-0.8770856	-6.82326	-1.32e-01	RHOQ	ras homolog family member Q
205124_at	4.94e-01	3.87e-01	0.8769317	-6.82339	1.43e-01	MEF2B///BORCS8///BORCS8-MEF2B	myocyte enhancer factor 2B///BLOC-1 related complex subunit 8///BORCS8-MEF2B readthrough
200938_s_at	4.94e-01	3.87e-01	-0.8768099	-6.8235	-1.17e-01	RERE	arginine-glutamic acid dipeptide repeats
203408_s_at	4.94e-01	3.87e-01	0.876802	-6.82351	1.54e-01	SATB1	SATB homeobox 1
220984_s_at	4.94e-01	3.87e-01	-0.8764648	-6.8238	-1.62e-01	SLCO5A1	solute carrier organic anion transporter family member 5A1
219591_at	4.94e-01	3.88e-01	-0.8760482	-6.82417	-8.83e-02	CEND1	cell cycle exit and neuronal differentiation 1
212591_at	4.95e-01	3.88e-01	0.8758535	-6.82434	7.76e-02	ARID4B///RBM34	AT-rich interaction domain 4B///RNA binding motif protein 34
218159_at	4.95e-01	3.88e-01	-0.8757963	-6.82439	-1.35e-01	DDRGK1	DDRGK domain containing 1
202698_x_at	4.95e-01	3.88e-01	-0.8753775	-6.82476	-9.22e-02	COX4I1	cytochrome c oxidase subunit 4I1
216144_at	4.95e-01	3.88e-01	0.8753591	-6.82477	1.73e-01		
214560_at	4.95e-01	3.88e-01	-0.87511	-6.82499	-1.24e-01	FPR3	formyl peptide receptor 3
202293_at	4.95e-01	3.88e-01	0.874766	-6.82529	1.46e-01	STAG1	stromal antigen 1
204355_at	4.95e-01	3.88e-01	0.8746749	-6.82537	2.55e-01	DHX30	DEAH-box helicase 30
210439_at	4.95e-01	3.88e-01	-0.8745752	-6.82546	-1.55e-01	ICOS	inducible T-cell costimulator
205171_at	4.95e-01	3.89e-01	-0.8740544	-6.82591	-2.20e-01	PTPN4	protein tyrosine phosphatase, non-receptor type 4
204949_at	4.95e-01	3.89e-01	0.8740021	-6.82596	2.87e-01	ICAM3	intercellular adhesion molecule 3
201035_s_at	4.95e-01	3.89e-01	0.8738545	-6.82609	1.33e-01	HADH	hydroxyacyl-CoA dehydrogenase
202494_at	4.95e-01	3.89e-01	0.8738267	-6.82611	1.19e-01	PPIE	peptidylprolyl isomerase E
207096_at	4.95e-01	3.89e-01	-0.8737871	-6.82615	-1.37e-01	SAA2-SAA4///SAA4	SAA2-SAA4 readthrough///serum amyloid A4, constitutive
202147_s_at	4.96e-01	3.89e-01	-0.8736753	-6.82625	-2.23e-01	IFRD1	interferon related developmental regulator 1
215572_at	4.96e-01	3.89e-01	-0.8731531	-6.8267	-9.80e-02		
208363_s_at	4.96e-01	3.90e-01	-0.8725726	-6.82721	-1.83e-01	INPP4A	inositol polyphosphate-4-phosphatase type I A
203933_at	4.96e-01	3.90e-01	0.8724706	-6.8273	1.44e-01	RAB11FIP3	RAB11 family interacting protein 3
207230_at	4.97e-01	3.90e-01	-0.8718988	-6.8278	-9.87e-02	CDON	cell adhesion associated, oncogene regulated
201740_at	4.97e-01	3.90e-01	0.8715999	-6.82806	9.55e-02	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
201642_at	4.97e-01	3.90e-01	-0.8715648	-6.82809	-1.02e-01	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)
215345_x_at	4.97e-01	3.90e-01	-0.871231	-6.82838	-8.55e-02		
209480_at	4.97e-01	3.90e-01	0.8709843	-6.8286	1.09	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1
48117_at	4.97e-01	3.91e-01	0.8706113	-6.82892	1.98e-01	SGF29	SAGA complex associated factor 29
214816_x_at	4.97e-01	3.91e-01	0.8704172	-6.82909	1.27e-01	FAAP24	Fanconi anemia core complex associated protein 24
207284_s_at	4.97e-01	3.91e-01	-0.8702293	-6.82926	-1.59e-01	ASPH	aspartate beta-hydroxylase
218855_at	4.98e-01	3.91e-01	-0.8700343	-6.82943	-2.89e-01	TPRA1	transmembrane protein adipocyte associated 1
210088_x_at	4.98e-01	3.91e-01	-0.8699832	-6.82947	-7.08e-02	MYL4	myosin light chain 4
203042_at	4.98e-01	3.91e-01	-0.8698778	-6.82956	-1.68e-01	LAMP2	lysosomal associated membrane protein 2
207739_s_at	4.98e-01	3.91e-01	-0.8698596	-6.82958	-1.31e-01	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 3///G antigen 2C///G antigen 1
204137_at	4.98e-01	3.91e-01	-0.8697691	-6.82966	-1.03e-01	GPR137B	G protein-coupled receptor 137B
217611_at	4.98e-01	3.91e-01	-0.8690121	-6.83032	-1.53e-01	ERICH1	glutamate rich 1
210924_at	4.98e-01	3.92e-01	-0.8686864	-6.8306	-9.63e-02	OLFM1	olfactomedin 1
203935_at	4.98e-01	3.92e-01	0.8686821	-6.83061	2.62e-01	ACVR1	activin A receptor type 1
221794_at	4.98e-01	3.92e-01	0.8685013	-6.83076	2.94e-01	DOCK6	dedicator of cytokinesis 6
206994_at	4.99e-01	3.92e-01	0.8679469	-6.83125	1.72e-01	CST4	cystatin S
205329_s_at	4.99e-01	3.92e-01	0.8679238	-6.83127	2.48e-01	SNX4	sorting nexin 4
202207_at	4.99e-01	3.92e-01	0.8675053	-6.83163	2.14e-01	ARL4C	ADP ribosylation factor like GTPase 4C
219388_at	4.99e-01	3.92e-01	-0.8674451	-6.83168	-2.18e-01	GRHL2	grainyhead like transcription factor 2
201315_x_at	4.99e-01	3.93e-01	-0.866743	-6.83229	-1.61e-01	IFITM2	interferon induced transmembrane protein 2
210457_x_at	4.99e-01	3.93e-01	-0.8665498	-6.83246	-1.66e-01	HMGA1	high mobility group AT-hook 1
219505_at	5.00e-01	3.93e-01	0.8660651	-6.83288	3.10e-01	CECR1	cat eye syndrome chromosome region, candidate 1
213118_at	5.00e-01	3.93e-01	0.8659028	-6.83302	2.29e-01	UHRF1BP1L	UHRF1 binding protein 1 like
203986_at	5.00e-01	3.93e-01	0.8659023	-6.83302	1.84e-01	FAM47E-STBD1///FAM47E///STBD1	FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
210707_x_at	5.00e-01	3.93e-01	-0.8656729	-6.83322	-9.38e-02	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
214720_x_at	5.00e-01	3.93e-01	0.8655004	-6.83337	3.16e-01	SEPT10	septin 10
214173_x_at	5.00e-01	3.94e-01	-0.8647972	-6.83398	-1.39e-01	URI1	URI1, prefoldin like chaperone
202823_at	5.01e-01	3.94e-01	-0.8637595	-6.83488	-1.18e-01	TCEB1	transcription elongation factor B subunit 1
220180_at	5.01e-01	3.94e-01	0.8637419	-6.83489	9.50e-02	CCDC68	coiled-coil domain containing 68
214804_at	5.01e-01	3.94e-01	-0.8636059	-6.83501	-1.68e-01	CENPI	centromere protein I
208659_at	5.01e-01	3.95e-01	0.8632429	-6.83533	9.00e-02	CLIC1	chloride intracellular channel 1
204831_at	5.01e-01	3.95e-01	0.8630851	-6.83546	1.73e-01	CDK8	cyclin dependent kinase 8
37793_r_at	5.01e-01	3.95e-01	0.863075	-6.83547	6.86e-02	RAD51D	RAD51 paralog D
214733_s_at	5.01e-01	3.95e-01	0.8630557	-6.83549	1.47e-01	YIPF1	Yip1 domain family member 1
214388_at	5.02e-01	3.95e-01	0.8627169	-6.83578	8.08e-02		
220798_x_at	5.02e-01	3.95e-01	-0.862716	-6.83578	-1.62e-01	PLPPR3	phospholipid phosphatase related 3
210070_s_at	5.02e-01	3.95e-01	0.8621815	-6.83624	1.96e-01	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
214043_at	5.02e-01	3.95e-01	0.8620158	-6.83639	2.71e-01	PTPRD	protein tyrosine phosphatase, receptor type D
201165_s_at	5.02e-01	3.95e-01	0.8619507	-6.83644	1.60e-01	PUM1	pumilio RNA binding family member 1
207274_at	5.02e-01	3.95e-01	-0.8617228	-6.83664	-1.26e-01	CHRNE	cholinergic receptor nicotinic epsilon subunit
213250_at	5.02e-01	3.95e-01	-0.8616112	-6.83674	-8.14e-02	CCDC85B	coiled-coil domain containing 85B
211943_x_at	5.02e-01	3.96e-01	-0.8614399	-6.83688	-4.12e-02	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
219536_s_at	5.03e-01	3.96e-01	-0.8607512	-6.83748	-8.40e-02	ZFP64	ZFP64 zinc finger protein
211946_s_at	5.03e-01	3.96e-01	0.8600059	-6.83812	7.15e-02	PRRC2C	proline rich coiled-coil 2C
215496_at	5.04e-01	3.97e-01	-0.8593833	-6.83866	-1.94e-01	SAMD4A	sterile alpha motif domain containing 4A
220965_s_at	5.04e-01	3.97e-01	-0.8589459	-6.83904	-1.57e-01	RSPH6A	radial spoke head 6 homolog A
214071_at	5.04e-01	3.97e-01	0.8587426	-6.83921	3.25e-01	GNAL	G protein subunit alpha L
202944_at	5.04e-01	3.97e-01	-0.8586959	-6.83925	-1.26e-01	NAGA	alpha-N-acetylgalactosaminidase
215691_x_at	5.04e-01	3.97e-01	0.8586054	-6.83933	1.47e-01	HSPB11	heat shock protein family B (small) member 11
219264_s_at	5.04e-01	3.97e-01	0.8583749	-6.83953	1.52e-01	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
213429_at	5.04e-01	3.97e-01	0.8583403	-6.83956	3.52e-01	BICC1	BicC family RNA binding protein 1
220686_s_at	5.04e-01	3.97e-01	-0.8583263	-6.83957	-1.49e-01	PIWIL2	piwi like RNA-mediated gene silencing 2
217939_s_at	5.04e-01	3.97e-01	-0.8583194	-6.83958	-9.00e-02	AFTPH	aftiphilin
210973_s_at	5.04e-01	3.97e-01	0.8581849	-6.83969	2.52e-01	FGFR1	fibroblast growth factor receptor 1
211660_at	5.04e-01	3.97e-01	-0.8578977	-6.83994	-1.39e-01	POU2F2	POU class 2 homeobox 2
200736_s_at	5.04e-01	3.97e-01	-0.8578487	-6.83998	-1.37e-01	GPX1	glutathione peroxidase 1
202713_s_at	5.04e-01	3.98e-01	0.8577529	-6.84006	1.60e-01	KIAA0391///PSMA6	KIAA0391///proteasome subunit alpha 6
215796_at	5.04e-01	3.98e-01	-0.8573511	-6.84041	-9.68e-02		
221909_at	5.04e-01	3.98e-01	-0.857237	-6.84051	-6.25e-02	RNFT2	ring finger protein, transmembrane 2
201933_at	5.05e-01	3.98e-01	-0.8570645	-6.84065	-1.09e-01	CHMP1A	charged multivesicular body protein 1A
222236_s_at	5.05e-01	3.98e-01	0.856975	-6.84073	1.68e-01	ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
214929_s_at	5.05e-01	3.98e-01	-0.8569373	-6.84076	-8.44e-02	KIAA1109	KIAA1109
218976_at	5.05e-01	3.98e-01	0.8568351	-6.84085	4.37e-02	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
221816_s_at	5.05e-01	3.98e-01	-0.8568012	-6.84088	-1.29e-01	PHF11	PHD finger protein 11
221641_s_at	5.05e-01	3.98e-01	0.8567773	-6.8409	1.34e-01	ACOT9	acyl-CoA thioesterase 9
204830_x_at	5.05e-01	3.98e-01	0.8563683	-6.84125	8.81e-02	PSG5	pregnancy specific beta-1-glycoprotein 5
209751_s_at	5.05e-01	3.99e-01	-0.8557156	-6.84181	-1.48e-01	TRAPPC2B///TRAPPC2	trafficking protein particle complex 2B///trafficking protein particle complex 2
210416_s_at	5.06e-01	3.99e-01	0.8551774	-6.84227	1.57e-01	CHEK2	checkpoint kinase 2
219816_s_at	5.06e-01	3.99e-01	-0.8551716	-6.84228	-1.12e-01	RBM23	RNA binding motif protein 23
210117_at	5.06e-01	3.99e-01	0.8550765	-6.84236	3.03e-01	SPAG1	sperm associated antigen 1
204120_s_at	5.06e-01	3.99e-01	-0.8549038	-6.84251	-2.55e-01	ADK	adenosine kinase
202639_s_at	5.06e-01	3.99e-01	-0.8547146	-6.84267	-8.90e-02	RANBP3	RAN binding protein 3
214668_at	5.06e-01	3.99e-01	-0.8546806	-6.8427	-6.32e-02	SPRYD7	SPRY domain containing 7
202571_s_at	5.06e-01	3.99e-01	0.8544752	-6.84288	2.44e-01	DLGAP4	DLG associated protein 4
207156_at	5.06e-01	3.99e-01	0.8543766	-6.84296	2.44e-01	HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI	histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai
200613_at	5.06e-01	3.99e-01	-0.8541974	-6.84311	-2.00e-01	AP2M1	adaptor related protein complex 2 mu 1 subunit
210493_s_at	5.06e-01	4.00e-01	0.8540818	-6.84321	2.61e-01	MFAP3L	microfibrillar associated protein 3 like
214728_x_at	5.06e-01	4.00e-01	0.8536195	-6.84361	9.50e-02	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
217860_at	5.06e-01	4.00e-01	0.8534385	-6.84376	9.95e-02	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
216504_s_at	5.06e-01	4.00e-01	-0.8532601	-6.84392	-3.03e-01	SLC39A8	solute carrier family 39 member 8
208802_at	5.06e-01	4.00e-01	0.8532165	-6.84395	1.99e-01	SRP72	signal recognition particle 72
207702_s_at	5.06e-01	4.00e-01	0.8531554	-6.84401	8.38e-02	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2
210568_s_at	5.07e-01	4.00e-01	0.8528301	-6.84429	1.55e-01	RECQL	RecQ like helicase
215540_at	5.07e-01	4.00e-01	-0.8527509	-6.84435	-1.86e-01	YME1L1	YME1 like 1 ATPase
207509_s_at	5.07e-01	4.00e-01	-0.8524922	-6.84457	-7.86e-02	LAIR2	leukocyte associated immunoglobulin like receptor 2
207692_s_at	5.07e-01	4.00e-01	-0.8524343	-6.84462	-1.11e-01	ACAN	aggrecan
216377_x_at	5.07e-01	4.01e-01	-0.8521716	-6.84485	-1.31e-01	ALPPL2	alkaline phosphatase, placental like 2
209233_at	5.07e-01	4.01e-01	-0.8521398	-6.84488	-1.36e-01	EMG1	EMG1, N1-specific pseudouridine methyltransferase
214199_at	5.07e-01	4.01e-01	-0.8521378	-6.84488	-3.51e-01	SFTPD	surfactant protein D
213596_at	5.07e-01	4.01e-01	0.8520345	-6.84497	2.74e-01	CASP4	caspase 4
216170_at	5.07e-01	4.01e-01	-0.8517326	-6.84522	-5.94e-02		
219811_at	5.07e-01	4.01e-01	0.8517063	-6.84525	1.07e-01	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
222293_at	5.07e-01	4.01e-01	0.8516136	-6.84532	4.13e-02	CADM4	cell adhesion molecule 4
217606_at	5.07e-01	4.01e-01	0.8512261	-6.84566	1.82e-01		
219122_s_at	5.07e-01	4.01e-01	-0.8511033	-6.84576	-1.69e-01	THG1L	tRNA-histidine guanylyltransferase 1 like
218870_at	5.07e-01	4.01e-01	0.8509568	-6.84589	2.30e-01	LOC101928361///ARHGAP15	uncharacterized LOC101928361///Rho GTPase activating protein 15
220050_at	5.08e-01	4.01e-01	0.8507372	-6.84607	2.19e-01	SPACA9	sperm acrosome associated 9
204907_s_at	5.08e-01	4.01e-01	-0.8507184	-6.84609	-2.51e-01	MIR8085///BCL3	microRNA 8085///B-cell CLL/lymphoma 3
216290_x_at	5.08e-01	4.02e-01	-0.8504454	-6.84632	-1.06e-01		
216328_at	5.08e-01	4.02e-01	-0.8500129	-6.84669	-1.56e-01	SIGLEC8	sialic acid binding Ig like lectin 8
209926_at	5.08e-01	4.02e-01	-0.8498056	-6.84687	-1.28e-01	BORCS8	BLOC-1 related complex subunit 8
214266_s_at	5.08e-01	4.02e-01	-0.8498022	-6.84687	-2.14e-01	PDLIM7	PDZ and LIM domain 7
209198_s_at	5.08e-01	4.02e-01	0.8494362	-6.84718	2.22e-01	SYT11	synaptotagmin 11
208847_s_at	5.08e-01	4.02e-01	0.8492183	-6.84737	1.07e-01	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
205688_at	5.09e-01	4.02e-01	-0.8487724	-6.84775	-9.29e-02	TFAP4	transcription factor AP-4
219475_at	5.09e-01	4.03e-01	-0.8485414	-6.84794	-1.61e-01	OSGIN1	oxidative stress induced growth inhibitor 1
220687_at	5.09e-01	4.03e-01	-0.8483185	-6.84813	-1.62e-01	LOC101927550	uncharacterized LOC101927550
207950_s_at	5.09e-01	4.03e-01	-0.8481979	-6.84824	-7.33e-02	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
221033_s_at	5.09e-01	4.03e-01	-0.8478567	-6.84853	-1.51e-01	RNF17	ring finger protein 17
203441_s_at	5.09e-01	4.03e-01	-0.8477555	-6.84861	-2.24e-01	CDH2	cadherin 2
207051_at	5.09e-01	4.03e-01	-0.8472406	-6.84905	-9.47e-02	SLC17A4	solute carrier family 17 member 4
221042_s_at	5.09e-01	4.03e-01	0.8472094	-6.84908	4.77e-02	CLMN	calmin
201810_s_at	5.09e-01	4.03e-01	0.8471412	-6.84914	2.30e-01	SH3BP5	SH3 domain binding protein 5
215055_at	5.10e-01	4.03e-01	-0.8469766	-6.84928	-5.96e-02	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1
205286_at	5.10e-01	4.04e-01	-0.8465107	-6.84967	-9.46e-02	TFAP2C	transcription factor AP-2 gamma
214707_x_at	5.10e-01	4.04e-01	0.8461396	-6.84999	9.31e-02	ALMS1	ALMS1, centrosome and basal body associated protein
212090_at	5.11e-01	4.04e-01	-0.8451341	-6.85084	-2.81e-01	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
217254_s_at	5.11e-01	4.04e-01	-0.8450705	-6.85089	-1.33e-01	EPO	erythropoietin
211840_s_at	5.11e-01	4.04e-01	-0.845015	-6.85094	-1.98e-01	PDE4D	phosphodiesterase 4D
201438_at	5.11e-01	4.05e-01	-0.8447088	-6.8512	-1.65e-01	COL6A3	collagen type VI alpha 3 chain
210890_x_at	5.11e-01	4.05e-01	-0.8447037	-6.8512	-1.33e-01	KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
215533_s_at	5.11e-01	4.05e-01	-0.8445912	-6.8513	-2.88e-01	UBE4B	ubiquitination factor E4B
209317_at	5.11e-01	4.05e-01	0.8444724	-6.8514	9.92e-02	POLR1C	RNA polymerase I subunit C
205506_at	5.11e-01	4.05e-01	-0.8444031	-6.85146	-8.95e-02	VIL1	villin 1
217135_x_at	5.11e-01	4.05e-01	-0.8442595	-6.85158	-1.02e-01		
203089_s_at	5.11e-01	4.05e-01	0.8442429	-6.8516	1.35e-01	HTRA2	HtrA serine peptidase 2
202873_at	5.11e-01	4.05e-01	-0.8442376	-6.8516	-1.06e-01	ATP6V1C1	ATPase H+ transporting V1 subunit C1
214517_at	5.11e-01	4.05e-01	0.8442217	-6.85161	2.39e-01	KRTAP5-9	keratin associated protein 5-9
219738_s_at	5.11e-01	4.05e-01	-0.8441707	-6.85166	-1.05e-01	PCDH9	protocadherin 9
202901_x_at	5.11e-01	4.05e-01	-0.8438787	-6.8519	-2.29e-01	CTSS	cathepsin S
214630_at	5.11e-01	4.05e-01	-0.8434781	-6.85224	-1.81e-01	CYP11B2	cytochrome P450 family 11 subfamily B member 2
208701_at	5.11e-01	4.05e-01	-0.8434342	-6.85228	-1.10e-01	APLP2	amyloid beta precursor like protein 2
206130_s_at	5.11e-01	4.05e-01	0.8433735	-6.85233	1.39e-01	ASGR2	asialoglycoprotein receptor 2
219219_at	5.11e-01	4.06e-01	-0.8431704	-6.8525	-2.15e-01	TMEM160	transmembrane protein 160
216281_at	5.12e-01	4.06e-01	-0.8430012	-6.85265	-1.05e-01	DICER1	dicer 1, ribonuclease III
213537_at	5.12e-01	4.06e-01	-0.8428309	-6.85279	-4.60e-01	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
216570_x_at	5.12e-01	4.06e-01	0.8427612	-6.85285	1.42e-01		
217358_at	5.12e-01	4.06e-01	-0.8424309	-6.85313	-9.69e-02	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
206820_at	5.12e-01	4.06e-01	-0.8423566	-6.85319	-1.24e-01	AGFG2	ArfGAP with FG repeats 2
209367_at	5.12e-01	4.06e-01	0.8423516	-6.8532	2.22e-01	STXBP2	syntaxin binding protein 2
203713_s_at	5.12e-01	4.06e-01	0.8422808	-6.85326	2.52e-01	LLGL2	LLGL2, scribble cell polarity complex component
209225_x_at	5.12e-01	4.06e-01	-0.8421231	-6.85339	-1.73e-01	TNPO1	transportin 1
209598_at	5.12e-01	4.06e-01	0.8419671	-6.85352	6.69e-02	PNMA2	paraneoplastic Ma antigen 2
209542_x_at	5.12e-01	4.06e-01	0.8415979	-6.85383	1.48e-01	IGF1	insulin like growth factor 1
207689_at	5.12e-01	4.06e-01	-0.8415411	-6.85388	-2.15e-01	TBX10	T-box 10
218509_at	5.12e-01	4.06e-01	0.8414242	-6.85398	1.72e-01	PLPPR2	phospholipid phosphatase related 2
214526_x_at	5.12e-01	4.07e-01	0.8413136	-6.85407	8.97e-02	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1
206630_at	5.12e-01	4.07e-01	0.8411356	-6.85422	4.61e-01	TYR	tyrosinase
213242_x_at	5.12e-01	4.07e-01	-0.8409144	-6.85441	-1.18e-01	CEP170B	centrosomal protein 170B
207885_at	5.13e-01	4.07e-01	-0.8407691	-6.85453	-1.66e-01	S100G	S100 calcium binding protein G
208387_s_at	5.13e-01	4.07e-01	-0.8405215	-6.85474	-1.65e-01	MMP24	matrix metallopeptidase 24
206067_s_at	5.13e-01	4.07e-01	-0.8405045	-6.85476	-1.57e-01	WT1	Wilms tumor 1
219734_at	5.13e-01	4.07e-01	-0.8403077	-6.85492	-8.78e-02	SIDT1	SID1 transmembrane family member 1
201358_s_at	5.13e-01	4.07e-01	-0.8402496	-6.85497	-9.84e-02	COPB1	coatomer protein complex subunit beta 1
215565_at	5.13e-01	4.07e-01	-0.8401762	-6.85503	-9.38e-02	LOC101929272	uncharacterized LOC101929272
220859_at	5.13e-01	4.07e-01	0.8395903	-6.85553	6.45e-02		
221730_at	5.14e-01	4.08e-01	-0.8385471	-6.8564	-2.39e-01	COL5A2	collagen type V alpha 2 chain
64899_at	5.14e-01	4.08e-01	-0.8383431	-6.85658	-1.46e-01	PLPPR2	phospholipid phosphatase related 2
210643_at	5.14e-01	4.08e-01	0.8381216	-6.85676	4.95e-02	TNFSF11	tumor necrosis factor superfamily member 11
213835_x_at	5.14e-01	4.08e-01	0.8378308	-6.85701	1.08e-01	GTPBP3	GTP binding protein 3 (mitochondrial)
216051_x_at	5.14e-01	4.09e-01	-0.8376549	-6.85716	-9.17e-02	PRINS	psoriasis associated non-protein coding RNA induced by stress
216697_at	5.15e-01	4.09e-01	0.8372409	-6.8575	5.46e-02	TRIO	trio Rho guanine nucleotide exchange factor
210562_at	5.15e-01	4.09e-01	-0.8371074	-6.85762	-1.51e-01	GREB1	growth regulation by estrogen in breast cancer 1
200835_s_at	5.15e-01	4.09e-01	-0.8370299	-6.85768	-1.27e-01	MAP4	microtubule associated protein 4
214471_x_at	5.15e-01	4.09e-01	-0.8367571	-6.85791	-1.78e-01	CGB1///LHB	chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide
208738_x_at	5.15e-01	4.09e-01	0.8364816	-6.85814	6.24e-02	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
214939_x_at	5.15e-01	4.09e-01	-0.8362358	-6.85835	-9.05e-02	AFDN	afadin, adherens junction formation factor
212280_x_at	5.15e-01	4.09e-01	0.8361774	-6.8584	1.23e-01	ATG4B	autophagy related 4B cysteine peptidase
216497_at	5.15e-01	4.10e-01	0.8358363	-6.85868	1.62e-01		
210040_at	5.15e-01	4.10e-01	-0.8356955	-6.8588	-1.08e-01	SLC12A5	solute carrier family 12 member 5
211463_at	5.15e-01	4.10e-01	-0.8355396	-6.85893	-1.49e-01	ZIC4	Zic family member 4
222139_at	5.16e-01	4.10e-01	-0.8352624	-6.85916	-7.79e-02	ERV3-2	endogenous retrovirus group 3 member 2
217077_s_at	5.16e-01	4.10e-01	-0.8351269	-6.85928	-1.09e-01	GABBR2	gamma-aminobutyric acid type B receptor subunit 2
212505_s_at	5.16e-01	4.10e-01	-0.8351178	-6.85929	-1.27e-01	MAU2	MAU2 sister chromatid cohesion factor
213717_at	5.16e-01	4.10e-01	-0.8347938	-6.85956	-1.04e-01	LDB3	LIM domain binding 3
206790_s_at	5.16e-01	4.10e-01	0.8346623	-6.85967	1.26e-01	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1
