ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
205690_s_at	4.70e-01	3.62e-01	-0.9250067	-6.78006	-9.99e-02	BUD31	BUD31 homolog
203497_at	4.71e-01	3.62e-01	-0.9247605	-6.78029	-1.82e-01	MED1	mediator complex subunit 1
205922_at	4.71e-01	3.62e-01	-0.9246994	-6.78035	-1.68e-01	VNN2	vanin 2
204628_s_at	4.71e-01	3.62e-01	0.9246502	-6.78039	5.78e-02	ITGB3	integrin subunit beta 3
39548_at	4.71e-01	3.62e-01	0.9241589	-6.78085	1.85e-01	NPAS2	neuronal PAS domain protein 2
208033_s_at	4.71e-01	3.62e-01	0.9241191	-6.78088	1.83e-01	ZFHX3	zinc finger homeobox 3
209003_at	4.71e-01	3.62e-01	0.9240841	-6.78091	1.64e-01	SLC25A11	solute carrier family 25 member 11
216280_s_at	4.71e-01	3.63e-01	-0.9240443	-6.78095	-1.07e-01	DICER1	dicer 1, ribonuclease III
217812_at	4.71e-01	3.63e-01	0.9235854	-6.78137	1.00e-01	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
221704_s_at	4.71e-01	3.63e-01	-0.9235631	-6.7814	-3.06e-01	VPS37B	VPS37B, ESCRT-I subunit
219637_at	4.71e-01	3.63e-01	-0.9234787	-6.78147	-1.18e-01	ARMC9	armadillo repeat containing 9
203997_at	4.71e-01	3.63e-01	0.923156	-6.78177	1.57e-01	PTPN3	protein tyrosine phosphatase, non-receptor type 3
203211_s_at	4.71e-01	3.63e-01	-0.9229853	-6.78193	-1.08e-01	MTMR2	myotubularin related protein 2
204481_at	4.71e-01	3.63e-01	-0.9226693	-6.78222	-1.77e-01	BRPF1	bromodomain and PHD finger containing 1
201981_at	4.72e-01	3.63e-01	0.9224102	-6.78246	1.95e-01	PAPPA	pappalysin 1
201669_s_at	4.72e-01	3.63e-01	-0.9221195	-6.78273	-1.44e-01	MARCKS	myristoylated alanine rich protein kinase C substrate
220311_at	4.72e-01	3.64e-01	-0.9220305	-6.78281	-6.27e-02	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)
201494_at	4.72e-01	3.64e-01	0.9219884	-6.78285	1.27e-01	PRCP	prolylcarboxypeptidase
210821_x_at	4.72e-01	3.64e-01	-0.9216347	-6.78317	-9.81e-02	CENPA	centromere protein A
205796_at	4.72e-01	3.64e-01	0.9214803	-6.78332	6.04e-02	TCP11L1	t-complex 11 like 1
209165_at	4.72e-01	3.64e-01	-0.9211473	-6.78362	-1.63e-01	AATF	apoptosis antagonizing transcription factor
211395_x_at	4.72e-01	3.64e-01	-0.9208622	-6.78388	-3.37e-01	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)
206291_at	4.72e-01	3.64e-01	0.9208225	-6.78392	5.48e-02	NTS	neurotensin
211650_x_at	4.72e-01	3.64e-01	-0.920637	-6.78409	-3.64e-01	IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA1///IGH	immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
220465_at	4.73e-01	3.64e-01	-0.920427	-6.78428	-2.23e-01	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)
205176_s_at	4.73e-01	3.65e-01	0.9201013	-6.78458	1.85e-01	ITGB3BP	integrin subunit beta 3 binding protein
212385_at	4.73e-01	3.65e-01	0.9198327	-6.78483	3.66e-01	TCF4	transcription factor 4
217822_at	4.73e-01	3.65e-01	0.9195965	-6.78505	1.52e-01	WBP11	WW domain binding protein 11
201897_s_at	4.73e-01	3.65e-01	-0.9195095	-6.78513	-1.19e-01	CKS1B	CDC28 protein kinase regulatory subunit 1B
206497_at	4.73e-01	3.65e-01	0.9193927	-6.78524	1.85e-01	COA1	cytochrome c oxidase assembly factor 1 homolog
202060_at	4.73e-01	3.65e-01	-0.9191598	-6.78545	-9.32e-02	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
206237_s_at	4.73e-01	3.65e-01	0.9188962	-6.78569	1.11e-01	NRG1	neuregulin 1
210940_s_at	4.73e-01	3.65e-01	-0.9188235	-6.78576	-9.62e-02	GRM1	glutamate metabotropic receptor 1
211989_at	4.73e-01	3.65e-01	-0.9188104	-6.78577	-1.23e-01	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
212635_at	4.73e-01	3.65e-01	0.9187269	-6.78585	2.87e-01	TNPO1	transportin 1
212572_at	4.73e-01	3.65e-01	-0.9185159	-6.78604	-2.19e-01	STK38L	serine/threonine kinase 38 like
201563_at	4.73e-01	3.65e-01	0.9184621	-6.78609	2.11e-01	SORD	sorbitol dehydrogenase
210765_at	4.74e-01	3.65e-01	0.9183394	-6.7862	9.26e-02	CSE1L	chromosome segregation 1 like
209884_s_at	4.74e-01	3.66e-01	-0.9181921	-6.78634	-1.73e-01	SLC4A7	solute carrier family 4 member 7
203837_at	4.74e-01	3.66e-01	-0.9181659	-6.78636	-1.18e-01	MAP3K5	mitogen-activated protein kinase kinase kinase 5
207868_at	4.74e-01	3.66e-01	-0.918153	-6.78637	-1.49e-01	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit
212643_at	4.74e-01	3.66e-01	0.9170658	-6.78737	8.97e-02	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
205203_at	4.74e-01	3.66e-01	-0.916751	-6.78766	-1.71e-01	PLD1	phospholipase D1
201377_at	4.74e-01	3.66e-01	0.9167055	-6.7877	1.35e-01	UBAP2L	ubiquitin associated protein 2 like
210452_x_at	4.74e-01	3.66e-01	-0.9166554	-6.78775	-5.09e-01	CYP4F2	cytochrome P450 family 4 subfamily F member 2
212181_s_at	4.74e-01	3.66e-01	-0.9166283	-6.78777	-1.57e-01	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4
211376_s_at	4.74e-01	3.66e-01	0.9165649	-6.78783	1.36e-01	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component
208640_at	4.74e-01	3.66e-01	-0.9164432	-6.78794	-6.24e-02	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
219725_at	4.74e-01	3.66e-01	-0.9163307	-6.78804	-2.26e-01	TREM2	triggering receptor expressed on myeloid cells 2
209935_at	4.75e-01	3.67e-01	0.916202	-6.78816	1.78e-01	ATP2C1	ATPase secretory pathway Ca2+ transporting 1
214264_s_at	4.75e-01	3.67e-01	-0.9157303	-6.78859	-1.92e-01	EFCAB11	EF-hand calcium binding domain 11
213194_at	4.75e-01	3.67e-01	-0.9156688	-6.78865	-1.31e-01	ROBO1	roundabout guidance receptor 1
214428_x_at	4.75e-01	3.67e-01	-0.915663	-6.78866	-2.15e-01	C4B_2///C4B///C4A	complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
32402_s_at	4.75e-01	3.67e-01	-0.9155137	-6.78879	-1.36e-01	SYMPK	symplekin
214040_s_at	4.75e-01	3.67e-01	-0.9154987	-6.78881	-5.86e-01	GSN	gelsolin
202007_at	4.75e-01	3.67e-01	0.9148291	-6.78942	3.20e-01	NID1	nidogen 1
201152_s_at	4.75e-01	3.67e-01	0.9148093	-6.78944	1.32e-01	MBNL1	muscleblind like splicing regulator 1
204631_at	4.75e-01	3.67e-01	-0.9147273	-6.78951	-4.61e-01	MYH2	myosin heavy chain 2
201301_s_at	4.75e-01	3.67e-01	0.9146493	-6.78958	1.26e-01	ANXA4	annexin A4
209876_at	4.75e-01	3.67e-01	-0.9144582	-6.78976	-6.81e-02	GIT2	GIT ArfGAP 2
218940_at	4.75e-01	3.67e-01	0.914422	-6.78979	1.96e-01	VCPKMT	valosin containing protein lysine methyltransferase
221158_at	4.75e-01	3.67e-01	0.9144171	-6.78979	1.68e-01	PAXBP1	PAX3 and PAX7 binding protein 1
206010_at	4.75e-01	3.67e-01	-0.914371	-6.78984	-9.86e-02	HABP2	hyaluronan binding protein 2
217009_at	4.75e-01	3.68e-01	-0.9143325	-6.78987	-1.55e-01	PGK2	phosphoglycerate kinase 2
208167_s_at	4.76e-01	3.68e-01	-0.913357	-6.79076	-1.30e-01	MMP16	matrix metallopeptidase 16
208891_at	4.76e-01	3.68e-01	0.9132674	-6.79085	2.36e-01	DUSP6	dual specificity phosphatase 6
221855_at	4.76e-01	3.68e-01	0.9131961	-6.79091	1.51e-01	SDHAF1	succinate dehydrogenase complex assembly factor 1
207152_at	4.76e-01	3.68e-01	-0.9130334	-6.79106	-1.19e-01	NTRK2	neurotrophic receptor tyrosine kinase 2
219886_at	4.76e-01	3.68e-01	-0.9129748	-6.79111	-1.59e-01	CEP97	centrosomal protein 97
217679_x_at	4.76e-01	3.68e-01	0.9125491	-6.7915	1.93e-01		
222355_at	4.76e-01	3.68e-01	-0.9125227	-6.79152	-1.71e-01		
218385_at	4.76e-01	3.69e-01	0.9123608	-6.79167	1.47e-01	MRPS18A	mitochondrial ribosomal protein S18A
221669_s_at	4.76e-01	3.69e-01	-0.9123069	-6.79172	-3.22e-01	ACAD8	acyl-CoA dehydrogenase family member 8
208180_s_at	4.77e-01	3.69e-01	0.9119564	-6.79204	5.90e-02	HIST1H4H	histone cluster 1, H4h
216576_x_at	4.77e-01	3.69e-01	0.9117735	-6.79221	3.43e-01	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
208234_x_at	4.77e-01	3.69e-01	-0.9115338	-6.79243	-1.77e-01	FGFR2	fibroblast growth factor receptor 2
207133_x_at	4.77e-01	3.69e-01	0.9112823	-6.79266	1.77e-01	ALPK1	alpha kinase 1
204775_at	4.77e-01	3.69e-01	0.9109668	-6.79294	1.03e-01	CHAF1B	chromatin assembly factor 1 subunit B
207495_at	4.77e-01	3.69e-01	0.9106405	-6.79324	1.38e-01	RAB28	RAB28, member RAS oncogene family
203479_s_at	4.78e-01	3.70e-01	0.9098688	-6.79394	1.21e-01	OTUD4	OTU deubiquitinase 4
207834_at	4.78e-01	3.70e-01	0.909868	-6.79394	1.55e-01	FBLN1	fibulin 1
206914_at	4.78e-01	3.70e-01	-0.909767	-6.79404	-1.72e-01	CRTAM	cytotoxic and regulatory T-cell molecule
210391_at	4.78e-01	3.70e-01	-0.909131	-6.79461	-1.82e-01	NR6A1	nuclear receptor subfamily 6 group A member 1
205338_s_at	4.78e-01	3.70e-01	0.9089932	-6.79474	5.53e-01	DCT	dopachrome tautomerase
208608_s_at	4.78e-01	3.70e-01	-0.9086928	-6.79501	-8.19e-02	SNTB1	syntrophin beta 1
216485_s_at	4.78e-01	3.70e-01	0.9086462	-6.79505	1.28e-01	TPSAB1	tryptase alpha/beta 1
208301_at	4.78e-01	3.70e-01	-0.9086416	-6.79506	-1.59e-01		
202253_s_at	4.78e-01	3.70e-01	-0.9085782	-6.79512	-3.07e-01	DNM2	dynamin 2
200649_at	4.78e-01	3.70e-01	0.9085736	-6.79512	2.83e-01	NUCB1	nucleobindin 1
202699_s_at	4.78e-01	3.71e-01	0.9085374	-6.79515	8.30e-02	TMEM63A	transmembrane protein 63A
214773_x_at	4.78e-01	3.71e-01	-0.9084491	-6.79523	-1.97e-01	TIPRL	TOR signaling pathway regulator
204328_at	4.78e-01	3.71e-01	0.9084366	-6.79524	1.74e-01	TMC6	transmembrane channel like 6
65493_at	4.78e-01	3.71e-01	0.9083758	-6.7953	1.18e-01	HEATR6	HEAT repeat containing 6
211784_s_at	4.78e-01	3.71e-01	0.9083599	-6.79531	7.28e-02	SRSF1	serine and arginine rich splicing factor 1
206815_at	4.78e-01	3.71e-01	-0.9082883	-6.79538	-1.99e-01	SPAG8	sperm associated antigen 8
206612_at	4.78e-01	3.71e-01	-0.9081987	-6.79546	-9.75e-02	CACNG1	calcium voltage-gated channel auxiliary subunit gamma 1
216668_at	4.78e-01	3.71e-01	-0.9081027	-6.79555	-1.71e-01		
216674_at	4.78e-01	3.71e-01	-0.9080051	-6.79564	-7.36e-02	HES2	hes family bHLH transcription factor 2
204999_s_at	4.78e-01	3.71e-01	-0.9079158	-6.79572	-1.25e-01	ATF5	activating transcription factor 5
211767_at	4.78e-01	3.71e-01	-0.9078864	-6.79574	-1.35e-01	GINS4	GINS complex subunit 4
221760_at	4.78e-01	3.71e-01	0.9077489	-6.79587	2.11e-01	MAN1A1	mannosidase alpha class 1A member 1
218895_at	4.78e-01	3.71e-01	0.9077045	-6.79591	1.01e-01	GPATCH3	G-patch domain containing 3
215853_at	4.78e-01	3.71e-01	-0.9075632	-6.79604	-6.10e-02		
219954_s_at	4.78e-01	3.71e-01	-0.9074112	-6.79618	-1.00e-01	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
202059_s_at	4.78e-01	3.71e-01	-0.9074087	-6.79618	-1.20e-01	KPNA1	karyopherin subunit alpha 1
207135_at	4.78e-01	3.71e-01	-0.9073561	-6.79623	-8.84e-02	HTR2A	5-hydroxytryptamine receptor 2A
212193_s_at	4.78e-01	3.71e-01	-0.9073513	-6.79623	-2.66e-01	LARP1	La ribonucleoprotein domain family member 1
222367_at	4.79e-01	3.71e-01	0.9070124	-6.79654	4.52e-02	WHAMMP2///WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3
209415_at	4.79e-01	3.71e-01	-0.9069109	-6.79663	-1.61e-01	FZR1	fizzy/cell division cycle 20 related 1
212577_at	4.79e-01	3.72e-01	-0.9063457	-6.79714	-3.25e-01	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
218640_s_at	4.79e-01	3.72e-01	-0.9061709	-6.7973	-1.80e-01	PLEKHF2	pleckstrin homology and FYVE domain containing 2
222024_s_at	4.79e-01	3.72e-01	-0.9059763	-6.79748	-3.43e-01	AKAP13	A-kinase anchoring protein 13
61732_r_at	4.79e-01	3.72e-01	0.9059629	-6.79749	1.23e-01	IFT74	intraflagellar transport 74
215845_x_at	4.79e-01	3.72e-01	0.9057432	-6.79769	7.94e-02		
202911_at	4.79e-01	3.72e-01	0.9056076	-6.79781	1.22e-01	MSH6	mutS homolog 6
211798_x_at	4.79e-01	3.72e-01	-0.9054783	-6.79793	-2.41e-01	IGLJ3	immunoglobulin lambda joining 3
210014_x_at	4.79e-01	3.72e-01	-0.9052868	-6.7981	-1.18e-01	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
212451_at	4.79e-01	3.72e-01	-0.9052661	-6.79812	-2.24e-01	SECISBP2L	SECIS binding protein 2 like
201582_at	4.80e-01	3.72e-01	-0.9051111	-6.79826	-2.39e-01	SEC23B	Sec23 homolog B, coat complex II component
215136_s_at	4.80e-01	3.72e-01	0.9050627	-6.7983	1.19e-01	EXOSC8	exosome component 8
221628_s_at	4.80e-01	3.72e-01	-0.9049371	-6.79842	-1.62e-01	GLYR1	glyoxylate reductase 1 homolog
209754_s_at	4.80e-01	3.72e-01	0.9048719	-6.79848	4.40e-01	TMPO	thymopoietin
207574_s_at	4.80e-01	3.73e-01	0.904439	-6.79887	1.55e-01	GADD45B	growth arrest and DNA damage inducible beta
213794_s_at	4.80e-01	3.73e-01	0.904258	-6.79903	1.46e-01	NGDN	neuroguidin
208690_s_at	4.80e-01	3.73e-01	-0.9041126	-6.79916	-9.85e-02	PDLIM1	PDZ and LIM domain 1
208584_at	4.80e-01	3.73e-01	-0.9036269	-6.7996	-1.05e-01	SNCG	synuclein gamma
203110_at	4.80e-01	3.73e-01	0.9033543	-6.79985	1.43e-01	PTK2B	protein tyrosine kinase 2 beta
222132_s_at	4.80e-01	3.73e-01	0.9032418	-6.79995	1.28e-01	AGK	acylglycerol kinase
211823_s_at	4.80e-01	3.73e-01	-0.9031599	-6.80002	-2.05e-01	PXN	paxillin
205367_at	4.80e-01	3.73e-01	0.9031547	-6.80003	1.92e-01	SH2B2	SH2B adaptor protein 2
203434_s_at	4.80e-01	3.73e-01	-0.9030831	-6.80009	-2.67e-01	MME	membrane metallo-endopeptidase
221433_at	4.81e-01	3.74e-01	-0.9026342	-6.8005	-1.28e-01	FGF21	fibroblast growth factor 21
210118_s_at	4.81e-01	3.74e-01	-0.9024413	-6.80067	-2.32e-01	IL1A	interleukin 1 alpha
216186_at	4.81e-01	3.74e-01	-0.9017342	-6.80131	-1.09e-01		
217036_at	4.82e-01	3.74e-01	-0.9011026	-6.80188	-4.00e-01		
212765_at	4.82e-01	3.74e-01	0.9010895	-6.80189	1.02e-01	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
221882_s_at	4.82e-01	3.75e-01	0.9007705	-6.80218	1.84e-01	TMEM8A	transmembrane protein 8A
214115_at	4.82e-01	3.75e-01	-0.9004655	-6.80246	-9.70e-02	VAMP5	vesicle associated membrane protein 5
221655_x_at	4.82e-01	3.75e-01	0.9003363	-6.80257	1.76e-01	EPS8L1	EPS8 like 1
218331_s_at	4.82e-01	3.75e-01	-0.900283	-6.80262	-1.47e-01	FAM208B	family with sequence similarity 208 member B
209895_at	4.83e-01	3.75e-01	-0.8994067	-6.80341	-3.28e-01	PTPN11	protein tyrosine phosphatase, non-receptor type 11
201271_s_at	4.83e-01	3.75e-01	0.8991665	-6.80362	2.74e-01	RALY	RALY heterogeneous nuclear ribonucleoprotein
210465_s_at	4.83e-01	3.75e-01	-0.8991511	-6.80364	-2.25e-01	SNAPC3	small nuclear RNA activating complex polypeptide 3
213188_s_at	4.83e-01	3.75e-01	-0.8990575	-6.80372	-1.03e-01	MINA	MYC induced nuclear antigen
218538_s_at	4.83e-01	3.76e-01	-0.89889	-6.80387	-1.48e-01	MRS2	MRS2, magnesium transporter
200670_at	4.83e-01	3.76e-01	-0.8986394	-6.8041	-1.30e-01	XBP1	X-box binding protein 1
204727_at	4.83e-01	3.76e-01	0.8986069	-6.80413	1.87e-01	WDHD1	WD repeat and HMG-box DNA binding protein 1
210660_at	4.83e-01	3.76e-01	-0.8983584	-6.80435	-1.76e-01	LILRA1	leukocyte immunoglobulin like receptor A1
204507_s_at	4.83e-01	3.76e-01	0.8982644	-6.80444	4.54e-01	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
215849_x_at	4.83e-01	3.76e-01	-0.8981473	-6.80454	-1.20e-01	CFAP70	cilia and flagella associated protein 70
205434_s_at	4.83e-01	3.76e-01	0.8977937	-6.80486	2.23e-01	AAK1	AP2 associated kinase 1
218052_s_at	4.83e-01	3.76e-01	-0.8977455	-6.8049	-1.65e-01	ATP13A1	ATPase 13A1
205341_at	4.83e-01	3.76e-01	-0.8975575	-6.80507	-1.88e-01	EHD2	EH domain containing 2
211021_s_at	4.83e-01	3.76e-01	-0.8974818	-6.80514	-1.67e-01	RGS14	regulator of G-protein signaling 14
222333_at	4.84e-01	3.76e-01	-0.8972119	-6.80538	-2.00e-01	ALS2CL	ALS2 C-terminal like
219247_s_at	4.84e-01	3.77e-01	0.8968827	-6.80568	1.86e-01	ZDHHC14	zinc finger DHHC-type containing 14
217929_s_at	4.84e-01	3.77e-01	0.8965625	-6.80596	1.44e-01	KIAA0319L	KIAA0319 like
204757_s_at	4.84e-01	3.77e-01	0.8960296	-6.80644	1.68e-01	C2CD2L	C2CD2 like
221901_at	4.84e-01	3.77e-01	-0.8959832	-6.80648	-1.52e-01	KIAA1644	KIAA1644
203332_s_at	4.84e-01	3.77e-01	0.8959264	-6.80653	1.89e-01	INPP5D	inositol polyphosphate-5-phosphatase D
206398_s_at	4.85e-01	3.77e-01	-0.8954747	-6.80694	-2.34e-01	CD19	CD19 molecule
202188_at	4.85e-01	3.77e-01	-0.8952399	-6.80715	-1.13e-01	NUP93	nucleoporin 93
200964_at	4.85e-01	3.78e-01	0.8951467	-6.80723	1.11e-01	UBA1	ubiquitin like modifier activating enzyme 1
218197_s_at	4.85e-01	3.78e-01	0.8944209	-6.80788	2.17e-01	OXR1	oxidation resistance 1
208894_at	4.85e-01	3.78e-01	-0.8942763	-6.80801	-2.20e-01	HLA-DRA	major histocompatibility complex, class II, DR alpha
217022_s_at	4.85e-01	3.78e-01	0.8941843	-6.80809	8.45e-01	IGHA2///IGHA1///IGH	immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
220015_at	4.85e-01	3.78e-01	-0.894053	-6.80821	-2.18e-01	CASZ1	castor zinc finger 1
217951_s_at	4.86e-01	3.78e-01	0.8935077	-6.8087	8.41e-02	PHF3	PHD finger protein 3
206483_at	4.86e-01	3.78e-01	-0.8934858	-6.80872	-2.04e-01	LRRC6	leucine rich repeat containing 6
212050_at	4.86e-01	3.79e-01	0.8932464	-6.80893	1.17e-01	WIPF2	WAS/WASL interacting protein family member 2
218114_at	4.86e-01	3.79e-01	-0.8931912	-6.80898	-1.08e-01	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
208010_s_at	4.86e-01	3.79e-01	-0.8929267	-6.80922	-6.60e-02	PTPN22	protein tyrosine phosphatase, non-receptor type 22
219227_at	4.86e-01	3.79e-01	0.8927542	-6.80937	4.67e-02	CCNJL	cyclin J like
209490_s_at	4.86e-01	3.79e-01	-0.8926904	-6.80943	-1.64e-01	EGFL8///PPT2	EGF like domain multiple 8///palmitoyl-protein thioesterase 2
215273_s_at	4.86e-01	3.79e-01	-0.892673	-6.80945	-2.32e-01	TADA3	transcriptional adaptor 3
216596_at	4.86e-01	3.79e-01	-0.8925991	-6.80951	-8.32e-02	DKFZP434L187	uncharacterized LOC26082
205836_s_at	4.86e-01	3.79e-01	-0.8925258	-6.80958	-2.32e-01	YTHDC2	YTH domain containing 2
206342_x_at	4.86e-01	3.79e-01	0.8921452	-6.80992	1.60e-01	IDS	iduronate 2-sulfatase
203861_s_at	4.86e-01	3.79e-01	-0.8919451	-6.8101	-1.89e-01	ACTN2	actinin alpha 2
203548_s_at	4.86e-01	3.79e-01	0.8918332	-6.8102	4.63e-01	LPL	lipoprotein lipase
203860_at	4.86e-01	3.79e-01	0.8915586	-6.81044	3.10e-01	PCCA	propionyl-CoA carboxylase alpha subunit
207701_at	4.86e-01	3.79e-01	-0.8915132	-6.81048	-1.53e-01	C22orf24	chromosome 22 open reading frame 24
217653_x_at	4.86e-01	3.79e-01	0.8914974	-6.8105	2.58e-01		
210839_s_at	4.86e-01	3.79e-01	0.891476	-6.81051	3.42e-01	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
207306_at	4.87e-01	3.80e-01	-0.8912435	-6.81072	-1.49e-01	TCF15	transcription factor 15 (basic helix-loop-helix)
216226_at	4.87e-01	3.80e-01	-0.8910626	-6.81088	-7.41e-02	TAF4B	TATA-box binding protein associated factor 4b
211866_x_at	4.87e-01	3.80e-01	-0.8907087	-6.8112	-7.45e-02	HFE	hemochromatosis
205664_at	4.87e-01	3.80e-01	0.8906438	-6.81126	2.45e-01	KIN	Kin17 DNA and RNA binding protein
210583_at	4.87e-01	3.80e-01	-0.8903662	-6.8115	-1.30e-01	POLDIP3	DNA polymerase delta interacting protein 3
221953_s_at	4.87e-01	3.80e-01	-0.8899758	-6.81185	-1.54e-01	MMP24-AS1	MMP24 antisense RNA 1
206878_at	4.87e-01	3.80e-01	-0.8896574	-6.81214	-9.58e-02	DAO	D-amino acid oxidase
209707_at	4.88e-01	3.81e-01	0.8891496	-6.81259	2.76e-01	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
218590_at	4.88e-01	3.81e-01	0.8885149	-6.81315	2.14e-01	C10orf2	chromosome 10 open reading frame 2
205789_at	4.88e-01	3.81e-01	-0.8884368	-6.81322	-1.13e-01	CD1D	CD1d molecule
214979_at	4.88e-01	3.81e-01	-0.8883991	-6.81326	-1.00e-01		
222114_x_at	4.88e-01	3.81e-01	-0.8883763	-6.81328	-5.56e-02	WDR55	WD repeat domain 55
206436_at	4.88e-01	3.81e-01	-0.8883677	-6.81328	-8.46e-02	MPPED1	metallophosphoesterase domain containing 1
214019_at	4.88e-01	3.81e-01	-0.8883165	-6.81333	-6.28e-02		
211357_s_at	4.88e-01	3.81e-01	-0.8882974	-6.81335	-9.99e-02	ALDOB	aldolase, fructose-bisphosphate B
50314_i_at	4.88e-01	3.81e-01	-0.8880386	-6.81358	-2.49e-01	C20orf27	chromosome 20 open reading frame 27
219573_at	4.88e-01	3.81e-01	-0.8878111	-6.81378	-1.56e-01	CARMIL1	capping protein regulator and myosin 1 linker 1
215064_at	4.88e-01	3.82e-01	0.8875816	-6.81398	1.24e-01	SC5D	sterol-C5-desaturase
219404_at	4.88e-01	3.82e-01	-0.8874291	-6.81412	-1.32e-01	EPS8L3	EPS8 like 3
217585_at	4.89e-01	3.82e-01	-0.8870975	-6.81441	-2.05e-01	NEBL	nebulette
217446_x_at	4.89e-01	3.82e-01	-0.8869473	-6.81455	-1.31e-01		
220302_at	4.89e-01	3.82e-01	0.8868837	-6.8146	1.29e-01	MAK	male germ cell associated kinase
207515_s_at	4.89e-01	3.82e-01	-0.8868569	-6.81463	-1.49e-01	POLR1C	RNA polymerase I subunit C
217941_s_at	4.89e-01	3.82e-01	0.8868313	-6.81465	1.51e-01	ERBIN	erbb2 interacting protein
206636_at	4.89e-01	3.82e-01	-0.88682	-6.81466	-1.28e-01	RASA2	RAS p21 protein activator 2
219685_at	4.89e-01	3.82e-01	0.886727	-6.81474	1.02e-01	TMEM35A	transmembrane protein 35A
202271_at	4.89e-01	3.82e-01	0.8866819	-6.81478	1.45e-01	FBXO28	F-box protein 28
215167_at	4.89e-01	3.82e-01	-0.8864895	-6.81495	-1.65e-01	MED14	mediator complex subunit 14
215197_at	4.89e-01	3.82e-01	-0.8862573	-6.81516	-1.33e-01		
216559_x_at	4.89e-01	3.82e-01	0.886232	-6.81518	7.32e-02		
214901_at	4.89e-01	3.82e-01	-0.8860188	-6.81537	-1.38e-01	ZNF8	zinc finger protein 8
212921_at	4.89e-01	3.82e-01	0.8859437	-6.81544	2.67e-01	SMYD2	SET and MYND domain containing 2
206091_at	4.89e-01	3.82e-01	0.8858212	-6.81554	1.51e-01	MATN3	matrilin 3
203025_at	4.89e-01	3.82e-01	-0.8857497	-6.81561	-1.90e-01	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit
211159_s_at	4.89e-01	3.83e-01	-0.8854524	-6.81587	-2.08e-01	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta
202329_at	4.89e-01	3.83e-01	-0.8854234	-6.8159	-1.57e-01	CSK	c-src tyrosine kinase
203647_s_at	4.90e-01	3.83e-01	-0.8846046	-6.81662	-1.49e-01	FDX1	ferredoxin 1
209639_s_at	4.90e-01	3.83e-01	-0.8842565	-6.81693	-1.16e-01	RGS12	regulator of G-protein signaling 12
204413_at	4.90e-01	3.83e-01	-0.883893	-6.81725	-1.48e-01	TRAF2	TNF receptor associated factor 2
211049_at	4.90e-01	3.84e-01	-0.8838041	-6.81733	-1.56e-01	TLX2	T-cell leukemia homeobox 2
216110_x_at	4.90e-01	3.84e-01	0.8836593	-6.81746	1.43e-01	LOC105373738	uncharacterized LOC105373738
160020_at	4.91e-01	3.84e-01	-0.8830124	-6.81803	-2.11e-01	MMP14	matrix metallopeptidase 14
217407_x_at	4.91e-01	3.84e-01	0.8829827	-6.81806	1.99e-01	PPIL2	peptidylprolyl isomerase like 2
216085_at	4.91e-01	3.84e-01	-0.8828462	-6.81818	-8.09e-02	OBSCN///DKFZP434C153	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF///DKFZP434C153 protein
